time,x,vx,ax,z,kgs,ma_z
0.1,0.0,0.0,0.0,0.0,"[[0.99504678]
 [0.99551942]
 [0.99999701]]",0.0
0.2,-0.020720769224660547,-0.020720768971064663,-0.0207207630332099,-0.020720825195312514,"[[0.9999973 ]
 [0.99999729]
 [0.999997  ]]",-0.020720825195312514
0.30000000000000004,-0.002175742538637327,-0.0020721381869011034,-6.216191613186983e-08,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
0.4,-0.00238289450638779,-0.002072082241344421,-1.864846295034593e-13,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
0.5,-0.007770295120394816,-0.007252274553531626,-0.005180190758302475,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.005180206298828129
0.6,-0.0033412466799652837,-0.0025901168574905273,-1.5540479032967458e-08,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
0.7,-0.01366155622047489,-0.01265141603767672,-0.010061310148237992,-0.02012268066406253,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.010061340332031266
0.7999999999999999,-0.025091906081997514,-0.023772448607790347,-0.020176208669067365,-0.030291137695312526,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.020176239013671896
0.8999999999999999,-0.019997298239620313,-0.01821733584178682,-0.012603477307969693,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.012603454589843764
0.9999999999999999,-0.02188202649227391,-0.0194776608545192,-0.012603454589911918,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.012603454589843764
1.0999999999999999,-0.018862153191859507,-0.015707349730154557,-0.007572799515748079,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.007572784423828131
1.2,-0.012897972979549649,-0.0088918506124173,-2.2718262238444198e-08,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
1.3,-0.01378713543618145,-0.008891830166042624,-6.815437779157096e-14,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
1.4000000000000001,-0.014676318452717899,-0.008891830165981286,-2.044619066115977e-19,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
1.5000000000000002,-0.015565501469316028,-0.008891830165981286,-6.133820395669192e-25,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
1.6000000000000003,-0.016454684485914157,-0.008891830165981286,-1.8401350779564017e-30,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
1.7000000000000004,-0.030096823983595047,-0.021644786455769192,-0.012752952463913643,-0.02550598144531252,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.01275299072265626
1.8000000000000005,-0.02594862740959005,-0.016543641815905924,-0.006376514490584663,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.00637649536132813
1.9000000000000006,-0.027634855034428394,-0.017181274135759508,-0.006376495361385517,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.00637649536132813
2.0000000000000004,-0.029384864924753885,-0.01781892367184067,-0.00637649536132813,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.00637649536132813
2.1000000000000005,-0.02482216152820321,-0.01208009506307953,-1.9129371308344856e-08,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.2000000000000006,-0.02603015200083807,-0.012080077846697002,-5.738776960038423e-14,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.3000000000000007,-0.02723815978545067,-0.012080077846645353,-1.7216227583902655e-19,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.400000000000001,-0.028446167570115206,-0.012080077846645353,-5.164837286492779e-25,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.500000000000001,-0.02965417535477974,-0.012080077846645353,-1.5494418893993154e-30,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.600000000000001,-0.030862183139444277,-0.012080077846645353,-4.648297778588027e-36,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.700000000000001,-0.032070190924108816,-0.012080077846645353,-1.3944809667372568e-41,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.800000000000001,-0.033278198708773354,-0.012080077846645353,-4.183417799836305e-47,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
2.9000000000000012,-0.03448620649343789,-0.012080077846645353,-1.2550178099305505e-52,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0
3.0000000000000013,0.057424127008582154,0.08103826204326037,0.09311831195449594,0.1862371826171875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.09311859130859375
3.1000000000000014,0.12481492473682401,0.14917147232053024,0.1519396733899607,0.2107611083984375,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15193984985351563
3.2000000000000015,0.1270872891867775,0.15096095871154475,0.13853519646331014,0.0785711669921875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.13853515624999999
3.3000000000000016,0.2653993429760748,0.2873377584558479,0.26105843980441956,0.2843328857421875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.2610588073730469
3.4000000000000017,0.2852703488592145,0.303275540427344,0.2508903808458822,0.2149481201171875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.25089035034179685
3.5000000000000018,0.21042530292886413,0.22193752823102814,0.14446336249298786,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.1444630432128906
3.600000000000002,0.2948537970595748,0.297896288052781,0.20597576761177575,0.1623114013671875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.2059759521484375
3.700000000000002,0.21401271726990315,0.20683327905586324,0.09431521535174561,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.09431488037109376
3.800000000000002,0.25301559650424016,0.2341127755753094,0.11216318498164238,0.1431707763671875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.11216323852539063
3.900000000000002,0.2987239827760987,0.2670653865368478,0.13389947092415028,0.1150579833984375,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.1338995361328125
4.000000000000002,0.32475426241109767,0.2791095772761427,0.1325537149747557,0.13599304199218748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.13255371093749999
4.100000000000001,0.41035465651141156,0.3493916157160418,0.18958036480923557,0.1820501708984375,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.18958053588867185
4.200000000000001,0.4003344214737443,0.32244235445225905,0.14367308083667313,0.07079528808593749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.14367294311523438
4.300000000000001,0.49969074930390484,0.40320338852076903,0.2100667869034637,0.2257147216796875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.21006698608398439
4.4,0.4839389719099099,0.3670876178873653,0.15294435471639184,0.0666082763671875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15294418334960935
4.5,0.5490763943983312,0.41004599187014706,0.1806082849283802,0.17965759277343749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.18060836791992188
4.6,0.6217884786512503,0.45891126354217965,0.21141271886627233,0.18683532714843748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.2114128112792969
4.699999999999999,0.5271264234616218,0.3384422924147883,0.0698025183351865,-0.0769464111328125,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.06980209350585936
4.799999999999999,0.5639037672185652,0.348006646133334,0.07238661944498553,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0723866271972656
4.899999999999999,0.48816441825486767,0.2443433630671104,-0.038515292295262904,-0.13197570800781253,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.03851562500000002
4.999999999999998,0.544256956165375,0.2723426114250938,-0.0066645242629549545,0.0911322021484375,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",-0.00666442871093751
5.099999999999998,0.6116831019608296,0.31190136566967863,0.03356067034040319,0.08754333496093748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.03356079101562498
5.1999999999999975,0.6592445797417272,0.33146097032289296,0.04976420309853191,0.07617858886718748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.04976425170898435
5.299999999999997,0.7614259828026178,0.40522387461405474,0.11855066644396338,0.10967468261718749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.11855087280273435
5.399999999999997,0.8086722949381866,0.42321011250842683,0.1246818358545938,0.11266540527343749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.12468185424804686
5.4999999999999964,0.7888117266113354,0.3728733082789968,0.06187686688113854,-0.02550598144531252,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.061876678466796856
5.599999999999996,0.7869308202938577,0.3395833740794936,0.022399257836768702,-0.053618774414062514,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.02239913940429686
5.699999999999996,0.8651140762954068,0.3859362215058908,0.06651216624565615,0.11625427246093749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.06651229858398436
5.799999999999995,0.884899818007465,0.37344699714780477,0.04737173100511781,0.07617858886718748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.04737167358398435
5.899999999999995,0.9565754656950642,0.4122782590546971,0.08146580958330546,0.09352478027343748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.08146591186523434
5.999999999999995,1.0687915881086163,0.49100580641447616,0.1520467548105339,0.1611151123046875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15204696655273436
6.099999999999994,1.105643005641743,0.49320108520829764,0.13903736202610814,0.11266540527343749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.13903732299804686
6.199999999999994,1.1866121583260008,0.5380586782998968,0.16999120962897013,0.1563299560546875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.16999130249023436
6.299999999999994,1.2189872510998996,0.5327770684927702,0.1477104855431436,0.08036560058593747,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.14771041870117185
6.399999999999993,1.2126334274053945,0.4871780349811402,0.08734042158816414,0.0,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.0873402404785156
6.499999999999993,1.3213565311696345,0.5554806744046106,0.14690900098229792,0.1754705810546875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.1469091796875
6.5999999999999925,1.381228179871179,0.5737606107051767,0.15049803610792692,0.1730780029296875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15049804687499999
6.699999999999992,1.4496747073496983,0.5991283903886615,0.1608160090852364,0.1473577880859375,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.1608160400390625
6.799999999999992,1.5256978601872009,0.6305162248208014,0.1761222380169978,0.10429138183593749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.17612228393554685
6.8999999999999915,1.6098174635046965,0.6683158179650204,0.1963096013033262,0.1802557373046875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.19630966186523438
6.999999999999991,1.740435661019831,0.7507518448653905,0.2591146492319058,0.3022772216796875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.25911483764648435
7.099999999999991,1.7771796383693448,0.7370365299997995,0.2194878813311189,0.1455633544921875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.21948776245117185
7.19999999999999,1.8500366473893173,0.7570412347754096,0.21754379855684022,0.1210394287109375,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.21754379272460939
7.29999999999999,1.9150151612539053,0.7669822862025568,0.20573047367229022,0.12702087402343748,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.20573043823242188
7.39999999999999,1.9387596077996927,0.7335728999366947,0.15174805623387583,0.10668395996093749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15174789428710936
7.499999999999989,2.010034297233302,0.7459063647614732,0.1489067162876661,0.1204412841796875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.14890670776367185
7.599999999999989,2.0819301369467773,0.7573577060977192,0.1454673870269412,0.11386169433593749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.14546737670898438
7.699999999999989,2.156299733935409,0.7698109342755413,0.14337387713012023,0.11625427246093749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.14337387084960937
7.799999999999988,2.229212547066187,0.7793631723779038,0.13858872895501081,0.10189880371093749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.13858871459960936
7.899999999999988,2.316066258815462,0.8014464960167471,0.14681317723102605,0.1276190185546875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.14681320190429686
7.999999999999988,2.40546853566119,0.8246513749698937,0.15533673590401006,0.13778747558593749,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15533676147460937
8.099999999999987,2.489009453870851,0.8404841455889598,0.15563583284294624,0.1276190185546875,"[[0.99999732]
 [0.9999973 ]
 [0.999997  ]]",0.15563583374023438
